ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,113.0,0.6564441634519108,4.859182170473364,7.40227797124642,549.0875852634902,14.554
1,58.0,0.4459080881181166,2.869206033223119,6.434523413405982,166.41394992694092,14.554
2,103.0,0.5232635003399327,4.141940892799606,7.915592985386592,426.61991195835935,14.554
3,58.0,0.6404008920714612,3.4384682976437864,5.369243453927129,199.4311612633396,14.554
4,66.0,0.731997144717526,3.9214955356655827,5.357255235167439,258.8187053539284,14.554
5,127.0,0.4422607218327487,4.228303078520768,9.560657028276186,536.9944909721374,14.554
6,81.0,0.6747408308606248,4.170960422140079,6.181574067216391,337.8477941933464,14.554
7,58.0,0.8528009023301028,3.96791980427673,4.6528091063637556,230.13934864805032,14.554
8,52.0,0.5898303458906767,3.124570238280262,5.297405025104273,162.4776523905736,14.554
9,57.0,0.8882909308344898,4.0145798971056905,4.519442626003467,228.83105413502435,14.554
10,38.0,0.8354682901882857,3.1789364607805513,3.804975602442229,120.79958550966094,14.554
11,66.0,0.5618937097491534,3.4357702636591263,6.1146266705725525,226.76083740150233,14.554
12,55.0,0.6884830841230527,3.471786783209343,5.042660979291147,190.94827307651386,14.554
13,33.0,0.893330916031758,3.063290722869036,3.4290660581595005,101.08859385467818,14.554
14,55.0,0.3190347254096585,2.3633355437517527,7.407768984135181,129.9834549063464,14.554
15,64.0,0.4146175550365143,2.906289640112005,7.009567262187089,186.0025369671683,14.554
16,39.0,0.6207042780583917,2.7758739193269903,4.47213595499958,108.25908285375262,14.554
17,55.0,0.6760123476362899,3.4402002469219655,5.088960666104389,189.21101358070808,14.554
18,71.0,0.47370731673149835,3.271969783967982,6.907154836754535,232.30985466172672,14.554
19,60.0,0.4743649858611207,3.0099341985401824,6.345186276926007,180.59605191241099,14.554
20,105.0,0.5740968389660382,4.380385079456387,7.630045633669681,459.94043334292064,14.554
21,66.0,0.8443310332453074,4.211661002049893,4.9881632158677975,277.96962613529297,14.554
22,66.0,0.6054317085224491,3.5663964001918456,5.890666692855591,235.38216241266178,14.554
23,92.0,0.4665404722786623,3.696269593261032,7.922720134456562,340.05680258001496,14.554
24,51.0,0.8186460256730859,3.6455094686610594,4.453096154303984,185.92098290171404,14.554
25,76.0,0.35543594539488366,2.9323279019653965,8.249947536137986,222.85692054937016,14.554
26,62.0,0.5365036920135638,3.2539229564950216,6.065052309859512,201.74322330269132,14.554
27,118.0,0.6190369046769433,4.821968152861599,7.789467988791458,568.9922420376687,14.554
28,45.0,0.7104783319084648,3.190117938801398,4.490098846832109,143.5553072460629,14.554
29,38.0,0.7833124080490135,3.0781116242255466,3.9296091732954435,116.96824172057077,14.554
30,60.0,0.6407371015199216,3.4981676963107833,5.459599089880421,209.89006177864704,14.554
31,74.0,0.7327088878098678,4.154384156365563,5.669897315949568,307.42442757105164,14.554
32,39.0,0.7089900923151518,2.966726085775459,4.184439413092286,115.70231734524292,14.554
33,39.0,0.4643718585016839,2.4009897924894283,5.170403306170031,93.63860190708769,14.554
34,65.0,0.5548592315465074,3.3882320795222443,6.106471492018869,220.2350851689459,14.554
35,65.0,0.8276057040778628,4.138028520389296,4.999999999999979,268.97185382530427,14.554
36,70.0,0.37938013301910695,2.9074441159408777,7.6636699260012335,203.52108811586143,14.554
37,52.0,0.5303831971717067,2.9629315190410814,5.586397787186798,154.07243899013625,14.554
38,79.0,0.7897304716274667,4.456337319663898,5.642858519160763,352.0506482534479,14.554
39,87.0,0.27796743420630454,2.774480323234568,9.981314290131476,241.37978812140742,14.554
40,58.0,0.6328443468696363,3.418121632914706,5.401204340091589,198.25105470905297,14.554
41,70.0,0.5822172561580621,3.601775339736477,6.186308120621311,252.12427378155337,14.554
42,65.0,0.49776134845645165,3.2091670697084496,6.447200208814956,208.59585953104926,14.554
43,56.0,0.6742043946311694,3.4666888742286788,5.141895991534092,194.13457695680603,14.554
44,73.0,0.7613997060453036,4.206228349166342,5.524336712727954,307.054669489143,14.554
45,49.0,0.7059159245925944,3.318177340499948,4.700527676033048,162.59068968449745,14.554
46,98.0,0.7662852644024365,4.889149739886583,6.3803259269238755,479.1366745088851,14.554
47,81.0,0.6731914926215172,4.166168995503706,6.188683370432929,337.4596886358002,14.554
48,69.0,0.560657461035905,3.5091215524857224,6.258940255610003,242.12938712151484,14.554
49,71.0,0.8254953240629599,4.319281874106966,5.232351714420538,306.6690130615945,14.554
50,40.0,0.9193065304946887,3.421253320581683,3.7215588131857067,136.85013282326733,14.554
51,115.0,0.5112843091828398,4.3261862858998565,8.461410233406506,497.5114228784835,14.554
52,66.0,0.8665658406716962,4.266756061879788,4.923752889419831,281.60590008406604,14.554
53,54.0,0.41775237677670407,2.6796705807354826,6.414495116488142,144.70221135971605,14.554
54,65.0,0.4684037641967691,3.113091819481016,6.646171652397856,202.35096826626605,14.554
55,75.0,0.7317533443431411,4.179632074888352,5.71180454069561,313.4724056166264,14.554
56,39.0,0.6400401389287289,2.8187786445982224,4.404065422078324,109.93236713933068,14.554
57,81.0,0.7350403631834563,4.353345812358452,5.922594228028692,352.6210108010346,14.554
58,42.0,0.8606913448023292,3.3921373333258384,3.9411774660112266,142.4697679996852,14.554
59,46.0,0.6441642288990511,3.071158861030834,4.767664398688807,141.27330760741833,14.554
60,69.0,0.7593599535264112,4.083884528997718,5.378061497755396,281.7880325008425,14.554
61,60.0,0.5904245205298285,3.3580169320296958,5.687461843583862,201.48101592178173,14.554
62,36.0,0.7780315407476166,2.9858976410084512,3.837759119815732,107.49231507630424,14.554
