ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,82.0,0.5111410012359701,3.652601974214795,7.145977265338881,299.5133618856132,18.0
1,128.0,0.4446583347966291,4.256408159973968,9.572311653442181,544.8202444766679,18.0
2,95.0,0.6607853046338704,4.470098101322076,6.764826744745601,424.6593196255972,18.0
3,131.0,0.71639983855822,5.465607632334711,7.629269771102182,715.9945998358471,18.0
4,95.0,0.5527142237032265,4.088247565365623,7.396675153344272,388.3835187097342,18.0
5,164.0,0.5420424286867729,5.319412003244328,9.813645061202815,872.3835685320698,18.0
6,103.0,0.6620096096563551,4.65881883750977,7.03738853568626,479.8583402635064,18.0
7,137.0,0.653175015975186,5.337035966157856,8.170912597123294,731.1739273636261,18.0
8,172.0,0.6016913982608492,5.739528127441001,9.538989827726876,987.1988379198519,18.0
9,116.0,0.30866969307190584,3.375989236495291,10.937222902893938,391.61475143345365,18.0
10,112.0,0.47123101232591846,4.09874601174193,8.697954728215356,459.05955331509614,18.0
11,165.0,0.44044006725812307,4.809616467781278,10.920024823632968,793.586717183911,18.0
12,209.0,0.5905796985689652,6.268122329413685,10.613507955999816,1310.0375668474599,18.0
13,173.0,0.5587126494438364,5.546798216514346,9.927819286060263,959.5960914569819,18.0
14,190.0,0.6680295293611614,6.356231325013972,9.514895742846061,1207.6839517526546,18.0
15,124.0,0.586108583101269,4.809777062495741,8.20629009909022,596.4123557494719,18.0
16,72.0,0.6213510192893947,3.7736343755819335,6.073273010636779,271.70167504189925,18.0
17,140.0,0.682152987057628,5.513532946653578,8.082546072891121,771.8946125315009,18.0
18,159.0,0.747679287667483,6.1515038587768816,8.227463245595018,978.0891135455241,18.0
19,128.0,0.5611572224179936,4.781589915988479,8.52094515577094,612.0435092465254,18.0
20,112.0,0.7769057221368426,5.262816590264037,6.774073662102664,589.4354581095721,18.0
21,152.0,0.3867748743685293,4.3258951060245865,11.184529794204677,657.5360561157372,18.0
22,72.0,0.6293324596675052,3.797793772680931,6.034638312931478,273.44115163302706,18.0
23,127.0,0.6799154507903874,5.242692422693944,7.7108005364482075,665.8219376821307,18.0
24,156.0,0.47652399833684084,4.864405282171025,10.20810137400996,758.8472240186799,18.0
25,139.0,0.6842277342990014,5.5021547469843695,8.041408541589425,764.7995098308273,18.0
26,79.0,0.5141754049444666,3.595789489873376,6.99331289535667,284.0673696999967,18.0
27,102.0,0.5092121334551336,4.066066912489009,7.985015763272788,414.73882507387896,18.0
28,272.0,0.6975947978955981,7.771612396149862,11.140582498026257,2113.8785717527626,18.0
29,155.0,0.6175707888439664,5.519939090573401,8.938147966658526,855.5905590388774,18.0
30,123.0,0.4093356057415564,4.003293034387046,9.779977549557755,492.40504322960675,18.0
31,93.0,0.44931468659493395,3.647051072828392,8.11691934770047,339.1757497730404,18.0
32,135.0,0.7408439395484957,5.6422888317136355,7.616028869929483,761.7089922813409,18.0
33,79.0,0.9390808279929282,4.859483327123255,5.174723178524788,383.89918284273705,18.0
34,102.0,0.7297242365006145,4.867484026058898,6.670306100015083,496.4833706580076,18.0
35,114.0,0.5052130402725072,4.281685510361403,8.475009885041567,488.1121481812,18.0
36,144.0,0.4128670381160618,4.350221951497853,10.536617239652234,626.431961015691,18.0
37,123.0,0.5805922079365077,4.767747211648103,8.211869099299888,586.4329070327166,18.0
38,149.0,0.4923798675853934,4.83246081845825,9.814497172998562,720.0366619502793,18.0
39,96.0,0.46577050121760905,3.7726513358794564,8.099807364393104,362.1745282444278,18.0
40,79.0,0.5133798322990976,3.593006568747984,6.99872948389348,283.84751893109075,18.0
41,72.0,0.40900056250177647,3.061633946103187,7.4856472748491365,220.43764411942942,18.0
42,67.0,0.7396784051355745,3.97176857076768,5.369588382183066,266.1084942414346,18.0
43,240.0,0.6518541276817502,7.0567688899236956,10.825687205541433,1693.6245335816873,18.0
44,74.0,0.44793928697073027,3.248257880081985,7.251558357492845,240.37108312606685,18.0
