ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,111.0,0.5077634288387032,4.235622650314263,8.34172453105077,470.1541141848832,13.742
1,101.0,0.7313355485547304,4.848909656560354,6.630211899507413,489.73987531259587,13.742
2,87.0,0.47958087465636245,3.644312558716347,7.598953067775342,317.0551926083223,13.742
3,96.0,0.5830453141566936,4.220965814664237,7.239515886975898,405.2127182077668,13.742
4,108.0,0.7924153016265169,5.2193133114300885,6.586588245730354,563.6858376344495,13.742
5,138.0,0.5720781511147274,5.012937472320954,8.762679474042061,691.7853711802916,13.742
6,79.0,0.34875297604709615,2.961403398531336,8.49140681779135,233.95086848397554,13.742
7,78.0,0.7816537806379571,4.405341510496074,5.635924266752213,343.6166378186938,13.742
8,90.0,0.53232497012709,3.9051231810091394,7.335975954832272,351.46108629082255,13.742
9,86.0,0.6954142782390604,4.3631092834227525,6.274115185657521,375.22739837435665,13.742
10,87.0,0.3884989703719371,3.2800436711452745,8.442863228196103,285.36379938963887,13.742
11,89.0,0.46339507599003926,3.6232289213890616,7.81887661116827,322.4673740036265,13.742
12,60.0,0.9330293854755605,4.221320723400612,4.524317014141014,253.27924340403672,13.742
13,57.0,0.63687081624928,3.3992896009229505,5.337486840647479,193.7595072526082,13.742
14,61.0,0.8061309918537308,3.9563325593581524,4.907803569566784,241.33628612084732,13.742
15,83.0,0.5704766938774914,3.8822461068803853,6.805266803264164,322.22642687107196,13.742
16,88.0,0.5590587687816763,3.9572649784116316,7.078441837224849,348.23931810022367,13.742
17,41.0,0.8179499521148917,3.2672348863574006,3.994419069173654,133.95663034065342,13.742
18,77.0,0.5689300862059089,3.7342197934747707,6.56358291469098,287.5349240975574,13.742
19,52.0,0.539571501483194,2.9884860795571546,5.538628469706599,155.40127613697206,13.742
20,92.0,0.6349986131319161,4.312264247133451,6.790982150125754,396.72831073627754,13.742
21,57.0,0.678375119417637,3.5083058449840685,5.171631070425806,199.97343316409192,13.742
22,82.0,0.5337689065719391,3.7325757101159445,6.992868382101766,306.0712082295074,13.742
23,52.0,0.7324591518948061,3.4819172078387224,4.753735684551574,181.05969480761354,13.742
24,48.0,0.6327634125939128,3.1093267426428017,4.913885159536346,149.24768364685445,13.742
25,56.0,0.6591862099013631,3.427860454724948,5.200139813661869,191.9601854645971,13.742
26,65.0,0.6356129753015777,3.6264201492156247,5.70539037138914,235.7173096990156,13.742
27,52.0,0.6769760331028596,3.347444477567704,4.9447016052030515,174.0671128335206,13.742
28,76.0,0.3548501309064207,2.929910436065508,8.256754558837036,222.67319314097864,13.742
29,80.0,0.6154794942694963,3.958921143638811,6.432255144970504,316.7136914911049,13.742
30,72.0,0.6495073195440615,3.858187562715408,5.940175647941524,277.7895045155094,13.742
31,54.0,0.7271168804207979,3.535281960218885,4.862054582164209,190.9052258518198,13.742
32,123.0,0.5030658442417124,4.438027973063536,8.82196242075055,545.8774406868149,13.742
33,89.0,0.6823509085999852,4.396670850176779,6.443416129096475,391.3037056657333,13.742
34,47.0,0.8084714463697874,3.477813873917083,4.301715155845297,163.45725207410288,13.742
35,113.0,0.23525200970377447,2.9089145001125014,12.36509946833338,328.7073385127127,13.742
36,74.0,0.8432273764378486,4.456698683594518,5.285286991536625,329.7957025859944,13.742
37,61.0,0.684486578205297,3.645628825453091,5.3260778830927835,222.38335835263854,13.742
38,45.0,0.6688955903167939,3.095355159754049,4.627561019333475,139.29098218893222,13.742
39,56.0,0.5049073195084103,3.000025253017174,5.941734526522747,168.00141416896176,13.742
40,56.0,0.6395184643868053,3.3763357028349845,5.279496825900631,189.07479935875912,13.742
41,84.0,0.8393514469294489,4.7373626140909115,5.644075114686862,397.93845958363653,13.742
42,81.0,0.8422770574755931,4.660098095354025,5.5327377779004285,377.46794572367605,13.742
43,48.0,0.6503330303498969,3.1521987211892744,4.847053085237429,151.30553861708515,13.742
44,60.0,0.6026429841237737,3.39258502931819,5.629510537239415,203.55510175909143,13.742
45,63.0,0.6936220107416792,3.7295528991430897,5.376924090334355,234.96183264601467,13.742
46,45.0,0.6457111012332168,3.0412382710586807,4.709905506116196,136.85572219764063,13.742
47,66.0,0.4974360845484574,3.2327020196915424,6.498728419804919,213.35833329964177,13.742
48,96.0,0.695726174973231,4.610837871666934,6.6273744434645465,442.6404356800257,13.742
49,72.0,0.5727561593301316,3.6230655870264927,6.325668485632453,260.86072226590744,13.742
50,44.0,0.6752729328255765,3.075325383953862,4.554196139752903,135.31431689396996,13.742
51,58.0,0.4972424441204746,3.0298641514161675,6.093333719279354,175.7321207821377,13.742
52,58.0,0.7099054525129153,3.6202562864881584,5.099631611045128,209.97486461631317,13.742
53,59.0,0.5342947310678826,3.1676815507645633,5.928715681761246,186.89321149510923,13.742
54,38.0,0.5201864393685434,2.5083975920436914,4.822112616177859,95.31910849766027,13.742
55,104.0,0.6912465260813413,4.783636975812109,6.920305267833204,497.49824548445946,13.742
56,55.0,0.7093615778001833,3.524035211245793,4.967896939349683,193.8219366185186,13.742
57,56.0,0.5422739387112727,3.109055277709096,5.733366580547539,174.10709555170936,13.742
58,44.0,0.832946559293472,3.4155446823865367,4.1005568055694885,150.28396602500763,13.742
59,83.0,0.5141251797728021,3.685518088273239,7.168522829210412,305.8980013266788,13.742
60,51.0,0.7497980024890094,3.488849947832182,4.653053137312568,177.93134733944132,13.742
61,70.0,0.7095849670882881,3.9762738471855945,5.603661339531814,278.3391693029916,13.742
62,79.0,0.6310432250125126,3.983530654247815,6.312611397054184,314.69892168557743,13.742
63,55.0,0.6011693019176115,3.2441789814808475,5.3964481738048775,178.42984398144662,13.742
64,52.0,0.7337199422382032,3.484912651393179,4.749649628934029,181.2154578724453,13.742
65,71.0,0.30605276007448684,2.6299796510645645,8.593223111023349,186.7285552255841,13.742
66,47.0,0.7707602517260774,3.395733878867737,4.405694080958596,159.59949230678367,13.742
67,58.0,0.7670826356540495,3.7632245766123176,4.905892014363773,218.26702544351443,13.742
68,51.0,0.4311928098542489,2.645732345802711,6.135845230575662,134.93234963593827,13.742
69,48.0,0.8803713032771341,3.6675717700666417,4.165937436186648,176.0434449631988,13.742
70,48.0,0.7980803675630319,3.491957875790645,4.375446405796785,167.61397803795097,13.742
71,44.0,0.7549324649798312,3.2516624283870335,4.30722293612569,143.07314684902948,13.742
72,64.0,0.7701106283572396,3.960879308123956,5.143260152860246,253.49627571993318,13.742
73,52.0,0.6404366670462935,3.255853309804123,5.083802157706213,169.30437210981435,13.742
74,66.0,0.8004970174798447,4.100878388664462,5.122915262788866,270.6579736518545,13.742
75,46.0,0.49645896490171654,2.6961599811932975,5.430781135611186,124.02335913489166,13.742
76,73.0,0.5792389124815096,3.668726683507573,6.3337020432388265,267.8170478960528,13.742
77,62.0,0.6201739524084652,3.4984660942658845,5.6411045331386145,216.90489784448488,13.742
78,70.0,0.5257520090580732,3.422666263527927,6.510039342807091,239.58663844695488,13.742
79,46.0,0.7797803106129636,3.3790149405263623,4.333290921221405,155.43468726421267,13.742
80,41.0,0.5669966831818779,2.720240180075764,4.7976297935471015,111.52984738310633,13.742
81,52.0,0.7375284910032155,3.4939455807845508,4.737370316408994,181.68517020079662,13.742
82,38.0,0.6664237504169381,2.8391745612985546,4.260314191266843,107.88863332934508,13.742
83,62.0,0.5044965721970103,3.1553680104737167,6.2544885027316255,195.63281664937045,13.742
84,52.0,0.569854171407704,3.071203551539937,5.38945524247577,159.70258468007674,13.742
85,37.0,0.7820036213438605,3.034801624010246,3.880802519552261,112.28766008837911,13.742
86,38.0,0.7265213624506905,2.964429021462199,4.080305376654904,112.64830281556355,13.742
87,49.0,0.5064144180399641,2.8104517559706386,5.549707227626465,137.71213604256127,13.742
88,49.0,0.3203904675504683,2.235439377338981,6.977234355409941,109.53652948961007,13.742
89,66.0,0.5983341770186716,3.5454301755811297,5.92550168744663,233.99839158835456,13.742
90,47.0,0.7735566526205984,3.4018883450903714,4.397723597315988,159.88875221924746,13.742
91,46.0,0.6312113900700043,3.040124665804083,4.816333661955813,139.84573462698782,13.742
92,61.0,0.5411115492269782,3.241405635596634,5.990272505229735,197.72574377139466,13.742
93,54.0,0.378842271723027,2.551826597020913,6.735854965220362,137.7986362391293,13.742
94,54.0,0.5087840095625598,2.957254288948368,5.812396288733492,159.69173160321188,13.742
95,52.0,0.7041458178869474,3.413956928216303,4.848366405783898,177.5257602672478,13.742
96,52.0,0.7845346364796832,3.60356862067932,4.593256247868211,187.38556827532466,13.742
97,34.0,0.7506811332394211,2.8503111561336265,3.7969665546723586,96.9105793085433,13.742
98,33.0,0.7365809645709877,2.7815846381020566,3.7763460799209705,91.79229305736787,13.742
99,75.0,0.5496064110610714,3.622276433584943,6.590673545077043,271.67073251887075,13.742
100,58.0,0.7874087597065713,3.812757476626919,4.842157811462178,221.13993364436132,13.742
101,63.0,0.5114011675357613,3.2024045634884497,6.26202043870874,201.75148749977234,13.742
102,59.0,0.44521589323223376,2.891587902488191,6.4947993691228785,170.60368624680328,13.742
103,50.0,0.8685600474345004,3.718005176453253,4.280654155616839,185.90025882266266,13.742
104,50.0,0.6246269352115638,3.152974220117593,5.047771785649409,157.64871100587965,13.742
105,32.0,0.876134258754343,2.987345021577868,3.409688631312249,95.59504069049176,13.742
106,40.0,0.8324207377829695,3.255566004864433,3.9109621578327745,130.2226401945773,13.742
107,56.0,0.6456119301501752,3.3923827850465202,5.254523075893936,189.97343596260515,13.742
108,43.0,0.741709332106761,3.1862229618511346,4.295783838664864,137.00758735959877,13.742
109,61.0,0.35952575774224965,2.6421348914564664,7.348944643211514,161.17022837884448,13.742
110,52.0,0.4300200466610639,2.667909456801419,6.20415135879521,138.73129175367382,13.742
111,106.0,0.5064329581001519,4.133700210316837,8.162383873719683,438.1722222935847,13.742
112,43.0,0.6057846212225444,2.879508821800911,4.753354114519653,123.81887933743914,13.742
113,45.0,0.7431145025618718,3.262565121639676,4.390393553607217,146.8154304737854,13.742
